College Name,State Name,District Name
"A.R.C. Viswanathan College, Mayiladuthurai, Nagapattinam - 609 003. (Id: C-35894)",Tamil Nadu,Nagapattinam
"Arputha College of Arts & Science, Arputha Nagar, Vamban - 622 303. (Id: C-35852)",Tamil Nadu,Pudukkottai
"Arungarai Amman College of Arts & Science, Chinnatharapuram, Aravakkurichi, Karur - 639 202. (Id: C-35780)",Tamil Nadu,Karur
"Auxilium College of Arts and Science for Women,Regunathapuram Village,Alangudi Taluk,Pudukkottai District - 622 302. (Id: C-35807)",Tamil Nadu,Pudukkottai
"A.V.C. College, Mannampandal, Mayiladuthurai - 609 305. (Id: C-35865)",Tamil Nadu,Nagapattinam
"A.V.V.M. Sri Pushpam College, Poondi - 613 503. (Id: C-35899)",Tamil Nadu,Thiruvarur
"Best Arts and Science College, 46, Kaivilancherry Road, Thenpathi, Sirkali Taluk, Nagapattinam District-609 111. (Id: C-35811)",Tamil Nadu,Nagapattinam
"Bharath College of Science & Management, South Garden, Thanjavur - 613 007. (Id: C-35896)",Tamil Nadu,Thanjavur
"Bharathidasan University College, Orathanadu - 614 625 (Id: C-35816)",Tamil Nadu,Thanjavur
"Bharathidasan University Constituent Arts & Science College (Co-education), Inamkulathur, Tiruchirappalli (Id: C-35898)",Tamil Nadu,Tiruchirappalli
"Bharathidasan University Constituent Arts & Science College (Co-education), Kaadambadi (Id: C-35785)",Tamil Nadu,Nagapattinam
"Bharathidasan University Constituent College, Lalgudi - 621 601 (Id: C-35806)",Tamil Nadu,Tiruchirappalli
"Bharathidasan University, Kurumbalur - 621 107 (Id: C-35876)",Tamil Nadu,Perambalur
"Bharathidasan University Model College, Aranthangi - 614 616 (Id: C-35855)",Tamil Nadu,Pudukkottai
"Bharathidasan University Model College, Thiruthuraipoondi - 614 713 (Id: C-35817)",Tamil Nadu,Thiruvarur
"Bharathidasan University Model College, Vedaranyam - 614 810 (Id: C-35779)",Tamil Nadu,Nagapattinam
"Bharath Institute Of Catering Technology & Hotel Management , Thanjavur - 613 001 (Id: C-35882)",Tamil Nadu,Thanjavur
"Bishop Heber College, Tiruchirappalli - 620 017. (Id: C-35825)",Tamil Nadu,Tiruchirappalli
"Bon Secours College for Women, Vilar Bye pass Road, Thanjavur - 613 006. (Id: C-35782)",Tamil Nadu,Thanjavur
"Cambridge College of Arts and Science, Vettamangalam, Karur District-639 117. (Id: C-35820)",Tamil Nadu,Karur
"Cauvery College for Women, Annamalai Nagar, Tiruchirappalli - 620 018. (Id: C-35783)",Tamil Nadu,Tiruchirappalli
"Cauvery Institute of Technology, 758, South Iyyampatty, Mullur, Pudukkottai - 622 004 (Id: C-35887)",Tamil Nadu,Pudukkottai
"Chettinad College of Arts & Science, Contonment, Tiruchirappalli - 620 001. (Id: C-35857)",Tamil Nadu,Tiruchirappalli
"Chidambaram Pillai College for Women, Manachanallur, Tiruchirappalli - 621 005. (Id: C-35838)",Tamil Nadu,Tiruchirappalli
"Christhu Raj College, Panjapur, Edamalaipatti Pudur, Tiruchirappalli - 620 012. (Id: C-35784)",Tamil Nadu,Tiruchirappalli
"Deen College of Arts and Science, Nidur-Kaduvangudi, Aruvappadi Village, Mayiladuthurai, Nagapattinam (Dt.) - 609 203 (Id: C-35790)",Tamil Nadu,Nagapattinam
"D.G. Government Arts College for Women, Mayiladuthurai - 609 001. (Id: C-35798)",Tamil Nadu,Nagapattinam
"Dhanalakshmi Srinivasan College of Arts & Science for Women, Perambalur - 621 212. (Id: C-35868)",Tamil Nadu,Perambalur
"Dharmambal Ramasamy Arts & Science College, Orathanadu T.k.Thanjavur - 614 625. (Id: C-35866)",Tamil Nadu,Thanjavur
"Dharmapuram Adhinam Arts College, Dharmapuram, Mayiladuthurai - 609 001. (Id: C-35854)",Tamil Nadu,Nagapattinam
"Dr. Nallikuppusamy Arts College, Manakkarambai, Thanjavur - 613 003. (Id: C-35853)",Tamil Nadu,Thanjavur
"Edayathangudi G.S. Pillai Arts & Science College, Nagapattinam - 611 001. (Id: C-35847)",Tamil Nadu,Nagapattinam
"Elizabeth College of Arts & Science, Annamangalam (Po), Vepanthattai (Tk.) Perambalur - 620 102. (Id: C-35786)",Tamil Nadu,Perambalur
"Enathi Rajappa College of Arts & Science, Enathi Post, Pattukkottai - 614 615. (Id: C-35771)",Tamil Nadu,Thanjavur
"Ganesar Senthamil College of Arts and Science, Melaisivapuri - 622 403. (Id: C-35775)",Tamil Nadu,Pudukkottai
"Government Arts College, Aiyar Malai, Kulithalai, Karur - 639 120 (Id: C-35851)",Tamil Nadu,Karur
"Government Arts College, Ariyalur - 621 713. (Id: C-35815)",Tamil Nadu,Ariyalur
"Government Arts College for Women, Pudukkottai - 622 001. (Id: C-35800)",Tamil Nadu,Pudukkottai
"Government Arts College, Karur - 639 005. (Id: C-35892)",Tamil Nadu,Karur
"Government Arts College, Kumbakonam - 612 001. (Id: C-35848)",Tamil Nadu,Thanjavur
"Government Arts College, Tiruchirappalli - 620 022. (Id: C-35773)",Tamil Nadu,Tiruchirappalli
"Government College for Women, Kumbakonam - 612 001. (Id: C-35795)",Tamil Nadu,Thanjavur
"Government College of Fine Arts, Kumbakonam - 612 001. (Id: C-35841)",Tamil Nadu,Thanjavur
"Government College of Music, Thiruvaiyaru - 613 204. (Id: C-35769)",Tamil Nadu,Thanjavur
"H.H. The Rajah's College, Pudukkottai - 622 001. (Id: C-35871)",Tamil Nadu,Pudukkottai
"Holy Cross College, Tiruchirappalli - 620 002. (Id: C-35787)",Tamil Nadu,Tiruchirappalli
"Idhaya College of Women, Sakkottai, Kumbakonam 612 001. (Id: C-35802)",Tamil Nadu,Thanjavur
"Imayam College of Arts & Science, Thuraiyur- 621 206. (Id: C-35834)",Tamil Nadu,Tiruchirappalli
"Islahiya Arabic College, Anbu Nagar, Airport, Tiruchirappalli - 620 007. (Id: C-35808)",Tamil Nadu,Tiruchirappalli
"Jairams Arts & Science College, NH7, Karur-Madurai By-Pass Road, Aattamparappu, Kakavadi (P.O), Karur - 639 003. (Id: C-35888)",Tamil Nadu,Karur
"Jamal Mohamed College, Tiruchirappalli - 620 020. (Id: C-35832)",Tamil Nadu,Tiruchirappalli
"J.J. College of Arts & Science, Namanasamuthiram, Pudukkottai - 622 404. (Id: C-35842)",Tamil Nadu,Pudukkottai
"Kachiyappa Munivar Tamizhiyal Kalloori, Umaiyalpuram Village, Sevanthilingapuram (P.O), Musiri (Tk), Tiruchirappalli (Dt.) - 621 211 (Id: C-35804)",Tamil Nadu,Tiruchirappalli
"Kalai Kaviri College of Fine Arts, 18 Benwells Road, Tiruchirappalli - 620 001 (Id: C-35869)",Tamil Nadu,Tiruchirappalli
"Kalaimahal College of Arts and Science, Sembanarkoil, Tharangambadi Taluk, Naagappatinam - 609 309. (Id: C-35801)",Tamil Nadu,Nagapattinam
"Khadir Mohideen College, Adirampattinam - 614 701. (Id: C-35867)",Tamil Nadu,Thanjavur
"Kongu College of Arts & Science, Deeran Chinnamalai Nagar, Karur - 639 006. (Id: C-35794)",Tamil Nadu,Karur
"Kundavai Naachiyaar Government College for Women, Thanjavur - 613 007. (Id: C-35814)",Tamil Nadu,Thanjavur
"Kurinji College of Arts & Science, Green Ways Road, Tiruchirappalli - 620 002. (Id: C-35774)",Tamil Nadu,Tiruchirappalli
"Mahatma Arts and Science College, Ariyur Village, Iluppur Taluk, Pudukkottai District-622 101. (Id: C-35886)",Tamil Nadu,Pudukkottai
"Maruthu Pandiyar College, Vallam (P.O.), Thanjavur - 613 403. (Id: C-35881)",Tamil Nadu,Thanjavur
"MASS College of Arts and Science, Kumbakonam. (Id: C-35884)",Tamil Nadu,Thanjavur
"Meenakshi Chandrasekaran College of Arts & Science, Pattukkottai - 614 601. (Id: C-35781)",Tamil Nadu,Thanjavur
"Meenakshi Ramasamy Arts and Science College, Udaiyarpalayam, Ariyalur - 621 804. (Id: C-35823)",Tamil Nadu,Ariyalur
"M.I.E.T. Arts College, Gundur, Tiruchirappalli - 620 007. (Id: C-35792)",Tamil Nadu,Tiruchirappalli
"Modern Arts and Science College, 35A, Sannathi Street, Jayankondam, - 621 802. (Id: C-35856)",Tamil Nadu,Ariyalur
"Mother Gnanamma Women's College of Arts and Science, Varadarajanpet, Jeyankondam Taluk, Ariyalur District (Id: C-35880)",Tamil Nadu,Ariyalur
"Mother Terasa College of Arts and Science, Mettusalai, Veerapatti Village, Illupur Post, Pudukkottai - 622 102. (Id: C-35879)",Tamil Nadu,Pudukkottai
"M.R. Government Arts College, Mannargudi - 614 001. (Id: C-35849)",Tamil Nadu,Thiruvarur
"Naina Mohamed College of Arts & Science, Rajendrapuram, Pudukkottai - 614 624. (Id: C-35858)",Tamil Nadu,Pudukkottai
"National Arts and Science College, Trichy Road, Jayankondam, Ariyalur Dt. 621 802. (Id: C-35844)",Tamil Nadu,Ariyalur
"National College, Tiruchirappalli - 620 001. (Id: C-35878)",Tamil Nadu,Tiruchirappalli
"Navalar Na. Mu. Venkatasamy Nattar Thiruvarul Kalloori, Thanjavur - 613 003 (Id: C-35818)",Tamil Nadu,Thanjavur
"Nehru Memorial College, Puthanampatti - 621 007. (Id: C-35863)",Tamil Nadu,Tiruchirappalli
"Nethaji Subash Chandra Bose College, Thiruvarur- 614 001. (Id: C-35875)",Tamil Nadu,Thiruvarur
"Paventhar Bharathidasan College of Arts & Science, Pudukkottai - 622 515. (Id: C-35827)",Tamil Nadu,Pudukkottai
"Periyar E.V.R. College, Tiruchirappalli - 620 023. (Id: C-35809)",Tamil Nadu,Tiruchirappalli
"Poompuhar College, Melaiyur - 609 107. (Id: C-35883)",Tamil Nadu,Nagapattinam
"Rabiammal Ahamed Maideen College for Women, Thiruvarur - 610 002. (Id: C-35885)",Tamil Nadu,Thiruvarur
"Rajagiri Dawood Batcha College of Arts & Science, Papanasam, Thanjavur - 614 207. (Id: C-35897)",Tamil Nadu,Thanjavur
"Rajah's College, Thiruvaiyaru - 613 204. (Id: C-35864)",Tamil Nadu,Thanjavur
"Rajah Serfoji Government College, Thanjavur - 613 005. (Id: C-35846)",Tamil Nadu,Thanjavur
"Sadasivam Kathirkamavalli College of Arts and Science, Melavasal, Mannargudi, Thiruvarur District. (Id: C-35843)",Tamil Nadu,Thiruvarur
"Sami Arul Arts & Science College, Sami Arul Nagar, Vallam, Thanjavur - 613 007. (Id: C-35840)",Tamil Nadu,Thanjavur
"Seethalakshmi Ramaswami College, Tiruchirappalli - 620 002. (Id: C-35889)",Tamil Nadu,Tiruchirappalli
"Sengamala Thayaar Educational Trust Women's College, Mannargudi - 614 001. (Id: C-35824)",Tamil Nadu,Thiruvarur
"Servite Arts and Science College for Women, Thogaimalai Panchayat, Kaladai Village, Karur Dist. - 621 313 (Id: C-35893)",Tamil Nadu,Karur
"Shrimati Indira Gandhi College, Tiruchirappalli - 620 002. (Id: C-35828)",Tamil Nadu,Tiruchirappalli
"Sir Issac Newton Arts & Science College, Pappakoil Village, Anthanapettai (Po), Nagapttinam Dt. - 611 001 (Id: C-35833)",Tamil Nadu,Nagapattinam
"S.K. Arts and Science College, Thamaraipulam, Vedaranyam, 614 809. (Id: C-35836)",Tamil Nadu,Nagapattinam
"S.K.S.S. Arts College, Thiruppanandal - 612 504. (Id: C-35813)",Tamil Nadu,Thanjavur
"Sri Bharathi Arts and Science College (W), Pudukkottai 622 303. (Id: C-35788)",Tamil Nadu,Pudukkottai
"Srimad Andavan Arts & Science College, Thiruvanaikoil, Tiruchirappalli - 620 005. (Id: C-35810)",Tamil Nadu,Tiruchirappalli
"Srinivasan College of Arts and Science, Perambalur - 621 212. (Id: C-35872)",Tamil Nadu,Perambalur
"Sri Pushpam Institute of Vocational Education and Training, 13 V.O.C. Nagar, First Street, Thanjavur - 613 007 (Id: C-35819)",Tamil Nadu,Thanjavur
"Sri Renganatha Paduka Vidyalaya, Tiruchirappalli - 620 006 (Id: C-35797)",Tamil Nadu,Tiruchirappalli
"Sri Sankara Arts and Science College, Neelathanallur Road, Asur, Kumbakonam, 612 501 (Id: C-35831)",Tamil Nadu,Thanjavur
"Sri Sankara School of Management & Computer Science, Tiruchirappalli - 620 009 (Id: C-35874)",Tamil Nadu,Tiruchirappalli
"Sri Sarada Niketan College of Science for Women, Karur - 639 005. (Id: C-35837)",Tamil Nadu,Karur
"Sri Saradha College for Women, Perambalur - 621 212. (Id: C-35767)",Tamil Nadu,Perambalur
"Sri Suba Bharathi Arts and Science College (Co-Educational), Alangudi, Pudukkottai Dt. - 622 301. (Id: C-35835)",Tamil Nadu,Pudukkottai
"Sri Venkateshwara College of Arts & Science, Peravurani - 614 804. (Id: C-35859)",Tamil Nadu,Thanjavur
"St. Joseph's College, Tiruchirappalli - 620 002. (Id: C-35860)",Tamil Nadu,Tiruchirappalli
"Subashkathi Arts and Science College for Women, Kulithalai - 639 120. (Id: C-35850)",Tamil Nadu,Karur
"Sudharsan College of Arts Science, Perumanadu Village, Iluppur Taluk,Pudukkottai - 622 104. (Id: C-35796)",Tamil Nadu,Pudukkottai
"Sulthana Abdullah Rowther College for Women, Thiruvarur - 614 101. (Id: C-35812)",Tamil Nadu,Thiruvarur
"Swami Dayananda College of Arts & Science, Tiruvarur - 612 610. (Id: C-35776)",Tamil Nadu,Thiruvarur
"Tamilavel Umamaheswaranar Karanthai Arts College, Thanjavur - 613 002. (Id: C-35845)",Tamil Nadu,Thanjavur
"T.B.M.L. College, Porayar - 609 307. (Id: C-35877)",Tamil Nadu,Nagapattinam
"Thanthai Hans Roever College, Perambalur - 621 212. (Id: C-35768)",Tamil Nadu,Perambalur
"Thiru. Vi. Ka. Government Arts College, Thiruvarur - 610 003. (Id: C-35822)",Tamil Nadu,Thiruvarur
"Urumu Dhanalakshmi College, Tiruchirappalli - 620 019. (Id: C-35895)",Tamil Nadu,Tiruchirappalli
"Uswathun Hasana Oriental Arabic College, Pallapatti - 639 205 (Id: C-35870)",Tamil Nadu,Karur
"Valluvar College of Science and Management, Kodaiyur, Aravakurichi Taluk, Karur - 639 003 (Id: C-35803)",Tamil Nadu,Karur
"Vivekananda Arts and Science College for Women, Thenpathi, NSB Nagar, Sirkali Taluk, Nagapattinam - 609 111. (Id: C-35793)",Tamil Nadu,Nagapattinam
"Abhijit Kadam Insttute of Management and social sciences,solapur (Id: C-35436)",Maharashtra,Pune
"College of Architecture, Pune (Id: C-35439)",Maharashtra,Pune
"College of Ayurved, Pune (Id: C-35433)",Maharashtra,Pune
"College of Engineering, Pune (Id: C-35417)",Maharashtra,Pune
"College of Nurisng, Navi Mumbai (Id: C-35431)",Maharashtra,Thane
"College of Nursing, Pune (Id: C-35426)",Maharashtra,Pune
"College of Nursing, Sangli (Id: C-35437)",Maharashtra,Sangli
"College of Physical Education, Pune (Id: C-35438)",Maharashtra,Pune
"Dental College and Hospital, Navi Mumbai (Id: C-35419)",Maharashtra,Thane
"Dental College and Hospital, Pune (Id: C-35422)",Maharashtra,Pune
"Dental College and Hospital, Sangli (Id: C-35415)",Maharashtra,Sangli
"Homeopathic Medical College, Pune (Id: C-35418)",Maharashtra,Pune
"Institute of Environment Education and Research, Pune (Id: C-35425)",Maharashtra,Pune
"Institute of Hotel Management and Catering Technology, Pune (Id: C-35434)",Maharashtra,Pune
"Institute of Management and Entrepreneurship Development, Pune (Id: C-35429)",Maharashtra,Pune
"Institute of Management and Research, New Delhi (Id: C-35440)",Delhi,New Delhi
"Institute of Management and Rural Development Administration, Sangli (Id: C-35432)",Maharashtra,Sangli
"Institute of Management, Kolhapur (Id: C-35421)",Maharashtra,Kolhapur
"Interactive Research School for Health Affairs, Pune (Id: C-35442)",Maharashtra,Pune
"Medical College and Hospital, Sangli (Id: C-35443)",Maharashtra,Sangli
"Medical College, Pune (Id: C-35423)",Maharashtra,Pune
"New Law College, Pune (Id: C-35428)",Maharashtra,Pune
"Poona College of Pharmacy, Pune (Id: C-35430)",Maharashtra,Pune
"Rajiv Gandhi Institute of Information Technology and Biotechnology, Pune (Id: C-35416)",Maharashtra,Pune
"Research and Development for Pharmaceutical Sciences and Applied Chemistry, Pune (Id: C-35420)",Maharashtra,Pune
"Social Science Centre, Pune (Id: C-35441)",Maharashtra,Pune
"Yashwantrao Chavan Institute of Social Science Studies and Research, Pune (Id: C-35427)",Maharashtra,Pune
"Yashwantrao Mohite College of Arts, Science and Commerce, Pune (Id: C-35424)",Maharashtra,Pune
"Yashwantrao Mohite Institute of Management, Karad (Id: C-35435)",Maharashtra,Satara
"Adarsh College, Ghailarah (Id: C-29634)",Bihar,Madhepura
"A.L.Y. College, Tribeniganj (Id: C-29583)",Bihar,Supaul
"A. M. Degree College, Araria (Id: C-29590)",Bihar,Araria
"Anandi Janki Mahila College, Banmankhi (Id: C-29574)",Bihar,Purnia
"Araria College, Araria (Id: C-29616)",Bihar,Araria
"Balrampur College, Balrampur (Id: C-29619)",Bihar,Katihar
"B. D. College, Barsoi (Id: C-29633)",Bihar,Katihar
"B. M. College, Barari (Id: C-29620)",Bihar,Katihar
"B.M.T. Law College, Purnia (Id: C-29586)",Bihar,Purnia
"B.N.C. College, Dhamdaha (Id: C-29604)",Bihar,Purnia
"B.N.M.V. College, Sahugadh (Id: C-29577)",Bihar,Madhepura
"B.S. College, Simraha (Id: C-29641)",Bihar,Saharsa
"B.S.S. College, Supaul (Id: C-29615)",Bihar,Supaul
"C. K. M. Law College, Araria (Id: C-29591)",Bihar,Araria
"C.M. Sc. College, Madhepura (Id: C-29636)",Bihar,Madhepura
"Degree College, Supaul (Id: C-29617)",Bihar,Supaul
"D.S. College, Katihar (Id: C-29628)",Bihar,Katihar
"Evening College, Saharsa (Id: C-29626)",Bihar,Saharsa
"Forbishganj College, Forbisganj (Id: C-29606)",Bihar,Araria
"G.L.M. College, Banmankhi (Id: C-29627)",Bihar,Purnia
"H.S. College, Udakishunganj (Id: C-29593)",Bihar,Madhepura
"J.D.S.S. Mahila College, Forbishang (Id: C-29581)",Bihar,Araria
"Katihar Medical College, Katihar (Id: C-29573)",Bihar,Katihar
"K.B. Jha College, Katihar (Id: C-29600)",Bihar,Katihar
"K.B.Women's College,Madhepura (Id: C-29585)",Bihar,Madhepura
K.C. of Engg. & Tech. Kishanganj (Id: C-29623),Bihar,Kishanganj
"K. D. Degree College, Raniganj (Id: C-29610)",Bihar,Araria
"K.N.D. College, Raghopur (Id: C-29637)",Bihar,Supaul
"K.P. College, Murliganj (Id: C-29580)",Bihar,Madhepura
"L.N. College, Bangow (Id: C-29607)",Bihar,Saharsa
"L.N.M.S. College, Birpur (Id: C-29602)",Bihar,Supaul
"Madhepura College, Madhepura (Id: C-29578)",Bihar,Madhepura
"Marwari College, Kishanganj (Id: C-29605)",Bihar,Kishanganj
"M.F.A.A.T.T. College, Rambagh (Id: C-29635)",Bihar,Purnia
"M.G.M. Medical College, Kishanganj (Id: C-29587)",Bihar,Kishanganj
"M. H. A. N. D. College, Thakurganj (Id: C-29622)",Bihar,Kishanganj
"M.H.M. College, Sonbarsa (Id: C-29639)",Bihar,Saharsa
"M.I.T., Rambagh (Id: C-29598)",Bihar,Purnia
"M.J.M. Mahila College, Katihar (Id: C-29631)",Bihar,Katihar
"M.L. Arya College, Kasba (Id: C-29612)",Bihar,Purnia
"M.L.D.P.K.Y College, Araria (Id: C-29576)",Bihar,Araria
"M.L.T. College, Saharsa (Id: C-29614)",Bihar,Saharsa
"N.D. College, Rambagh (Id: C-29618)",Bihar,Purnia
"Nehru College, Bahadurganj (Id: C-29601)",Bihar,Kishanganj
"Nirmali College, Nirmali (Id: C-29624)",Bihar,Supaul
"Parmanand Sabitri Degree College, Harda (Id: C-29588)",Bihar,Purnia
"Pepople's College, Araria (Id: C-29643)",Bihar,Araria
"P.G. Centre, Saharsa (Id: C-29599)",Bihar,Saharsa
"P.Sc. College, Madhepura (Id: C-29589)",Bihar,Madhepura
"Purnia College, Purnia (Id: C-29625)",Bihar,Purnia
"Purnia Mahila College, Purnia (Id: C-29584)",Bihar,Purnia
"R.D.S. College, Salmari (Id: C-29640)",Bihar,Katihar
"R.Jha Mahila College, Saharsa (Id: C-29608)",Bihar,Saharsa
"R.K.K. College, Purnia (Id: C-29592)",Bihar,Purnia
"R. K. Saha Women's College, Kishanganj (Id: C-29595)",Bihar,Kishanganj
"R.L. College, Madhawnagar (Id: C-29609)",Bihar,Purnia
"R.M. College, Saharsa (Id: C-29632)",Bihar,Saharsa
"R.M.M. Law College, Saharsa (Id: C-29603)",Bihar,Saharsa
"R.P.M. College, Tuniyahi (Id: C-29629)",Bihar,Madhepura
"R. Y. Manihari College, Manihari (Id: C-29597)",Bihar,Katihar
"S.A.K.N.D. College, Madhepura (Id: C-29638)",Bihar,Madhepura
"S. D. Law College, Katihar (Id: C-29611)",Bihar,Katihar
"S.N.S. Mahila College, Supaul (Id: C-29642)",Bihar,Supaul
"S.N.S.R.K.S. College, Saharsa (Id: C-29579)",Bihar,Saharsa
"S.N.S.Y. Degree College, Rambagh (Id: C-29613)",Bihar,Purnia
"S.P.M. Law College, Madhepura (Id: C-29621)",Bihar,Madhepura
"S. R. C. College, Katihar (Id: C-29594)",Bihar,Katihar
"T.P. College, Madhepura (Id: C-29582)",Bihar,Madhepura
"U.V.K. College, Karama (Id: C-29630)",Bihar,Madhepura
"Y.N.P.Degree College, Raniganj (Id: C-29575)",Bihar,Araria
"Bhola Prasad Shastri Agricultural College, Purnia (Id: C-8349)",Bihar,Purnia
"Bihar Agricultural College, Sabour (Id: C-8347)",Bihar,Bhagalpur
"Bihar Veterinary College, Patna (Id: C-8350)",Bihar,Patna
"College of Horticulture, Noorsarai (Id: C-8346)",Bihar,Nalanda
"Mandan Bharti Agricultural College, Agwanpur (Id: C-8348)",Bihar,Saharsa
"Sanjay Gandhi Institute of Dairy Technology, Patna (Id: C-8351)",Bihar,Patna
"Veer Kunwar Singh College of Agriculture, Dumraon (Id: C-8352)",Bihar,Buxar
"Academy of Business Administration, (ABA), Balasore (Id: C-30139)",Odisha,Baleshwar
"Academy of Management and Information Technology, (AMIT), Khurda (Id: C-30036)",Odisha,Khordha
"Adarsha College of Engineering, (ACE), Angul (Id: C-30058)",Odisha,Anugul
"Ajay Binay Institute of Technology, (ABIT), Cuttack (Id: C-30181)",Odisha,Cuttack
"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack (Id: C-30078)",Odisha,Cuttack
"APEX Institute of Technology and Management (AITM), Pahala, Bhubaneswar (Id: C-30138)",Odisha,Khordha
"Aryan Institute of Engineering and Technology, (AIET), Barakuda, Khurda, Bhubaneswar (Id: C-30107)",Odisha,Khordha
"Astha School of Management, (ASM), Bhubaneswar (Id: C-30180)",Odisha,Khordha
"Balasore College of Engineering and Technology, (BCET), Balasore (Id: C-30162)",Odisha,Baleshwar
"Barabati Institute of Management Studies, (BIMS), Cuttack (Id: C-30061)",Odisha,Cuttack
"Barrister Ranjit Mohanty International Institute of Technology (BRMIIT), Bhubaneswar (Id: C-30165)",Odisha,Khordha
"Bhadrak Institute of Engineering and Technology, (BIET), Bhadrak (Id: C-30169)",Odisha,Bhadrak
